soc_Rob0,soc_Rob1,soc_Rob2,soc_Rob3
59.56292616,59.56292616,59.56292616,59.56292616
58.92603336,58.92603336,58.92603336,58.92603336
58.28914056,58.28914056,58.28914056,58.28914056
57.65224776,57.65224776,57.65224776,57.65224776
57.01535496,57.01535496,57.01535496,57.01535496
56.37846216,56.37846216,56.37846216,56.37846216
55.74156936,55.74156936,55.74156936,55.74156936
55.10467656,55.10467656,55.10467656,55.10467656
54.46778376,54.46778376,54.46778376,54.46778376
53.83089096,53.83089096,53.83089096,53.83089096
53.19399816,53.19399816,53.19399816,53.19399816
52.55710536,52.55710536,52.55710536,52.55710536
51.92021256,51.92021256,51.92021256,51.92021256
51.28331976,51.28331976,51.28331976,51.28331976
50.64642696,50.64642696,50.64642696,50.64642696
50.00953416,50.00953416,50.00953416,50.00953416
49.37264136,49.37264136,49.37264136,49.37264136
48.73574856,48.73574856,48.73574856,48.73574856
48.0338865,48.0338865,48.0338865,48.0338865
47.33202444,47.33202444,47.33202444,47.33202444
46.63016238,46.63016238,46.63016238,46.63016238
45.92830031,45.92830031,45.92830031,45.92830031
45.22643825,45.22643825,45.22643825,45.22643825
44.52457619,44.52457619,44.52457619,44.52457619
43.88768339,43.88768339,43.88768339,43.88768339
43.25079059,43.25079059,43.25079059,43.25079059
42.61389779,42.61389779,42.61389779,42.61389779
41.97700499,41.97700499,41.97700499,41.97700499
41.34011219,41.34011219,41.34011219,41.34011219
40.70321939,40.70321939,40.70321939,40.70321939
40.06632659,40.06632659,40.06632659,40.06632659
39.42943379,39.42943379,39.42943379,39.42943379
38.79254099,38.79254099,38.79254099,38.79254099
38.15564819,38.15564819,38.15564819,38.15564819
37.51875539,37.51875539,37.51875539,37.51875539
36.88186259,36.88186259,36.88186259,36.88186259
36.24496979,36.24496979,36.24496979,36.24496979
35.60807699,35.60807699,35.60807699,35.60807699
34.97118419,34.97118419,34.97118419,34.97118419
34.33429139,34.33429139,34.33429139,34.33429139
33.69739859,33.69739859,33.69739859,33.69739859
33.06050579,33.06050579,33.06050579,33.06050579
32.42361299,32.42361299,32.42361299,32.42361299
31.78672019,31.78672019,31.78672019,31.78672019
31.14982739,31.14982739,31.14982739,31.14982739
30.51293459,30.51293459,30.51293459,30.51293459
29.87604179,29.87604179,29.87604179,29.87604179
29.23914899,29.23914899,29.23914899,29.23914899
28.60225619,28.60225619,28.60225619,28.60225619
27.96536339,27.96536339,27.96536339,27.96536339
27.32847059,27.32847059,27.32847059,27.32847059
26.69157779,26.69157779,26.69157779,26.69157779
26.05468499,26.05468499,26.05468499,26.05468499
25.40068845,25.40068845,25.40068845,25.40068845
24.74669191,24.74669191,24.74669191,24.74669191
24.09269538,24.09269538,24.09269538,24.09269538
23.43869884,23.43869884,23.43869884,23.43869884
22.7847023,22.7847023,22.7847023,22.7847023
22.13070576,22.13070576,22.13070576,22.13070576
21.47670922,21.47670922,21.47670922,21.47670922
20.82271268,20.82271268,20.82271268,20.82271268
20.16871615,20.16871615,20.16871615,20.16871615
19.51471961,19.51471961,19.51471961,19.51471961
18.86072307,18.86072307,18.86072307,18.86072307
18.20672653,18.20672653,18.20672653,18.20672653
17.55272999,17.55272999,17.55272999,17.55272999
16.89873345,16.89873345,16.89873345,16.89873345
16.24473692,16.24473692,16.24473692,16.24473692
15.59074038,15.59074038,15.59074038,15.59074038
14.93674384,14.93674384,14.93674384,14.93674384
14.2827473,14.2827473,14.2827473,14.2827473
13.62875076,13.62875076,13.62875076,13.62875076
12.99185796,12.99185796,12.99185796,12.99185796
12.35496516,12.35496516,12.35496516,12.35496516
11.71807236,11.71807236,11.71807236,11.71807236
11.08117956,11.08117956,11.08117956,11.08117956
10.44428676,10.44428676,10.44428676,10.44428676
9.807393964,9.807393964,9.807393964,9.807393964
9.170501164,9.170501164,9.170501164,9.170501164
8.533608364,8.533608364,8.533608364,8.533608364
7.896715564,7.896715564,7.896715564,7.896715564
7.259822764,7.259822764,7.259822764,7.259822764
6.622929964,6.622929964,6.622929964,6.622929964
5.986037164,5.986037164,5.986037164,5.986037164
5.349144364,5.349144364,5.349144364,5.349144364
4.712251564,4.712251564,4.712251564,4.712251564
4.075358764,4.075358764,4.075358764,4.075358764
3.438465964,3.438465964,3.438465964,3.438465964
2.801573164,2.801573164,2.801573164,2.801573164
2.164680364,2.164680364,2.164680364,2.164680364
5.164680364,5.164680364,5.164680364,5.164680364
8.164680364,8.164680364,8.164680364,8.164680364
11.16468036,11.16468036,11.16468036,11.16468036
14.16468036,14.16468036,14.16468036,14.16468036
17.16468036,17.16468036,17.16468036,17.16468036
20.16468036,20.16468036,20.16468036,20.16468036
23.16468036,23.16468036,23.16468036,23.16468036
26.16468036,26.16468036,26.16468036,26.16468036
29.16468036,29.16468036,29.16468036,29.16468036
32.16468036,32.16468036,32.16468036,32.16468036
35.16468036,35.16468036,35.16468036,35.16468036
38.16468036,38.16468036,38.16468036,38.16468036
41.16468036,41.16468036,41.16468036,41.16468036
44.16468036,44.16468036,44.16468036,44.16468036
47.16468036,47.16468036,47.16468036,47.16468036
50.16468036,50.16468036,50.16468036,50.16468036
53.16468036,53.16468036,53.16468036,53.16468036
56.16468036,56.16468036,56.16468036,56.16468036
59.16468036,59.16468036,59.16468036,59.16468036
62.16468036,62.16468036,62.16468036,62.16468036
65.16468036,65.16468036,65.16468036,65.16468036
68.16468036,68.16468036,68.16468036,68.16468036
71.16468036,71.16468036,71.16468036,71.16468036
74.16468036,74.16468036,74.16468036,74.16468036
77.16468036,77.16468036,77.16468036,77.16468036
80.16468036,80.16468036,80.16468036,80.16468036
83.16468036,83.16468036,83.16468036,83.16468036
86.16468036,86.16468036,86.16468036,86.16468036
89,89,89,89
88.31750519,88.31750519,88.31750519,88.31750519
87.63501038,87.63501038,87.63501038,87.63501038
86.95251557,86.95251557,86.95251557,86.95251557
86.27002076,86.27002076,86.27002076,86.27002076
85.58752595,85.58752595,85.58752595,85.58752595
84.90503115,84.90503115,84.90503115,84.90503115
84.22253634,84.22253634,84.22253634,84.22253634
83.54004153,83.54004153,83.54004153,83.54004153
82.85754672,82.85754672,82.85754672,82.85754672
82.17505191,82.17505191,82.17505191,82.17505191
81.4925571,81.4925571,81.4925571,81.4925571
80.81006229,80.81006229,80.81006229,80.81006229
80.12756748,80.12756748,80.12756748,80.12756748
79.44507267,79.44507267,79.44507267,79.44507267
78.76257786,78.76257786,78.76257786,78.76257786
78.08008306,78.08008306,78.08008306,78.08008306
77.39758825,77.39758825,77.39758825,77.39758825
76.71509344,76.71509344,76.71509344,76.71509344
76.03259863,76.03259863,76.03259863,76.03259863
75.35010382,75.35010382,75.35010382,75.35010382
74.66760901,74.66760901,74.66760901,74.66760901
73.9851142,73.9851142,73.9851142,73.9851142
73.30261939,73.30261939,73.30261939,73.30261939
72.62012458,72.62012458,72.62012458,72.62012458
71.93762977,71.93762977,71.93762977,71.93762977
71.25513497,71.25513497,71.25513497,71.25513497
70.57264016,70.57264016,70.57264016,70.57264016
69.89014535,69.89014535,69.89014535,69.89014535
69.20765054,69.20765054,69.20765054,69.20765054
68.52515573,68.52515573,68.52515573,68.52515573
67.84266092,67.84266092,67.84266092,67.84266092
67.16016611,67.16016611,67.16016611,67.16016611
66.4776713,66.4776713,66.4776713,66.4776713
65.79517649,65.79517649,65.79517649,65.79517649
65.11268168,65.11268168,65.11268168,65.11268168
64.43018688,64.43018688,64.43018688,64.43018688
63.74769207,63.74769207,63.74769207,63.74769207
63.11079927,63.11079927,63.11079927,63.11079927
62.47390647,62.47390647,62.47390647,62.47390647
61.83701367,61.83701367,61.83701367,61.83701367
61.20012087,61.20012087,61.20012087,61.20012087
60.56322807,60.56322807,60.56322807,60.56322807
59.92633527,59.92633527,59.92633527,59.92633527
59.28944247,59.28944247,59.28944247,59.28944247
58.65254967,58.65254967,58.65254967,58.65254967
58.01565687,58.01565687,58.01565687,58.01565687
57.37876407,57.37876407,57.37876407,57.37876407
56.74187127,56.74187127,56.74187127,56.74187127
56.10497847,56.10497847,56.10497847,56.10497847
55.46808567,55.46808567,55.46808567,55.46808567
54.83119287,54.83119287,54.83119287,54.83119287
54.19430007,54.19430007,54.19430007,54.19430007
53.55740727,53.55740727,53.55740727,53.55740727
52.92051447,52.92051447,52.92051447,52.92051447
52.28362167,52.28362167,52.28362167,52.28362167
51.64672887,51.64672887,51.64672887,51.64672887
51.00983607,51.00983607,51.00983607,51.00983607
50.37294327,50.37294327,50.37294327,50.37294327
49.70047807,49.70047807,49.70047807,49.70047807
49.02801287,49.02801287,49.02801287,49.02801287
48.35554768,48.35554768,48.35554768,48.35554768
47.68308248,47.68308248,47.68308248,47.68308248
47.01061729,47.01061729,47.01061729,47.01061729
46.33815209,46.33815209,46.33815209,46.33815209
45.66568689,45.66568689,45.66568689,45.66568689
44.9932217,44.9932217,44.9932217,44.9932217
44.3207565,44.3207565,44.3207565,44.3207565
43.64829131,43.64829131,43.64829131,43.64829131
42.97582611,42.97582611,42.97582611,42.97582611
42.30336091,42.30336091,42.30336091,42.30336091
41.63089572,41.63089572,41.63089572,41.63089572
40.95843052,40.95843052,40.95843052,40.95843052
40.28596533,40.28596533,40.28596533,40.28596533
39.61350013,39.61350013,39.61350013,39.61350013
38.94103493,38.94103493,38.94103493,38.94103493
38.26856974,38.26856974,38.26856974,38.26856974
37.59610454,37.59610454,37.59610454,37.59610454
36.92363935,36.92363935,36.92363935,36.92363935
36.25117415,36.25117415,36.25117415,36.25117415
35.57870895,35.57870895,35.57870895,35.57870895
34.90624376,34.90624376,34.90624376,34.90624376
34.23377856,34.23377856,34.23377856,34.23377856
33.56131337,33.56131337,33.56131337,33.56131337
32.92442057,32.92442057,32.92442057,32.92442057
32.28752777,32.28752777,32.28752777,32.28752777
31.65063497,31.65063497,31.65063497,31.65063497
31.01374217,31.01374217,31.01374217,31.01374217
30.37684937,30.37684937,30.37684937,30.37684937
29.73995657,29.73995657,29.73995657,29.73995657
29.10306377,29.10306377,29.10306377,29.10306377
28.46617097,28.46617097,28.46617097,28.46617097
27.82927817,27.82927817,27.82927817,27.82927817
27.19238537,27.19238537,27.19238537,27.19238537
26.55549257,26.55549257,26.55549257,26.55549257
25.91859977,25.91859977,25.91859977,25.91859977
25.28170697,25.28170697,25.28170697,25.28170697
24.64481417,24.64481417,24.64481417,24.64481417
24.00792137,24.00792137,24.00792137,24.00792137
23.37102857,23.37102857,23.37102857,23.37102857
22.73413577,22.73413577,22.73413577,22.73413577
22.09724297,22.09724297,22.09724297,22.09724297
21.46035017,21.46035017,21.46035017,21.46035017
20.82345737,20.82345737,20.82345737,20.82345737
20.18656457,20.18656457,20.18656457,20.18656457
19.54967177,19.54967177,19.54967177,19.54967177
18.91277897,18.91277897,18.91277897,18.91277897
18.27588617,18.27588617,18.27588617,18.27588617
17.63899337,17.63899337,17.63899337,17.63899337
17.00210057,17.00210057,17.00210057,17.00210057
16.36520777,16.36520777,16.36520777,16.36520777
15.72831497,15.72831497,15.72831497,15.72831497
15.09142217,15.09142217,15.09142217,15.09142217
14.45452937,14.45452937,14.45452937,14.45452937
13.81763657,13.81763657,13.81763657,13.81763657
13.18074377,13.18074377,13.18074377,13.18074377
12.54385097,12.54385097,12.54385097,12.54385097
11.90695817,11.90695817,11.90695817,11.90695817
11.27006537,11.27006537,11.27006537,11.27006537
10.63317257,10.63317257,10.63317257,10.63317257
9.996279766,9.996279766,9.996279766,9.996279766
9.359386966,9.359386966,9.359386966,9.359386966
8.722494166,8.722494166,8.722494166,8.722494166
8.085601366,8.085601366,8.085601366,8.085601366
7.448708566,7.448708566,7.448708566,7.448708566
6.811815766,6.811815766,6.811815766,6.811815766
6.174922966,6.174922966,6.174922966,6.174922966
5.538030166,5.538030166,5.538030166,5.538030166
4.901137366,4.901137366,4.901137366,4.901137366
4.264244566,4.264244566,4.264244566,4.264244566
3.627351766,3.627351766,3.627351766,3.627351766
2.990458966,2.990458966,2.990458966,2.990458966
5.990458966,5.990458966,5.990458966,5.990458966
8.990458966,8.990458966,8.990458966,8.990458966
11.99045897,11.99045897,11.99045897,11.99045897
14.99045897,14.99045897,14.99045897,14.99045897
17.99045897,17.99045897,17.99045897,17.99045897
20.99045897,20.99045897,20.99045897,20.99045897
23.99045897,23.99045897,23.99045897,23.99045897
26.99045897,26.99045897,26.99045897,26.99045897
29.99045897,29.99045897,29.99045897,29.99045897
32.99045897,32.99045897,32.99045897,32.99045897
35.99045897,35.99045897,35.99045897,35.99045897
38.99045897,38.99045897,38.99045897,38.99045897
41.99045897,41.99045897,41.99045897,41.99045897
44.99045897,44.99045897,44.99045897,44.99045897
47.99045897,47.99045897,47.99045897,47.99045897
50.99045897,50.99045897,50.99045897,50.99045897
53.99045897,53.99045897,53.99045897,53.99045897
56.99045897,56.99045897,56.99045897,56.99045897
59.99045897,59.99045897,59.99045897,59.99045897
62.99045897,62.99045897,62.99045897,62.99045897
65.99045897,65.99045897,65.99045897,65.99045897
68.99045897,68.99045897,68.99045897,68.99045897
71.99045897,71.99045897,71.99045897,71.99045897
74.99045897,74.99045897,74.99045897,74.99045897
77.99045897,77.99045897,77.99045897,77.99045897
80.99045897,80.99045897,80.99045897,80.99045897
83.99045897,83.99045897,83.99045897,83.99045897
86.99045897,86.99045897,86.99045897,86.99045897
89,89,89,89
88.31112407,88.31112407,88.31112407,88.31112407
87.62224815,87.62224815,87.62224815,87.62224815
86.93337222,86.93337222,86.93337222,86.93337222
86.24449629,86.24449629,86.24449629,86.24449629
85.55562036,85.55562036,85.55562036,85.55562036
84.86674444,84.86674444,84.86674444,84.86674444
84.17786851,84.17786851,84.17786851,84.17786851
83.48899258,83.48899258,83.48899258,83.48899258
82.80011666,82.80011666,82.80011666,82.80011666
82.11124073,82.11124073,82.11124073,82.11124073
81.4223648,81.4223648,81.4223648,81.4223648
80.73348887,80.73348887,80.73348887,80.73348887
80.04461295,80.04461295,80.04461295,80.04461295
79.35573702,79.35573702,79.35573702,79.35573702
78.66686109,78.66686109,78.66686109,78.66686109
77.97798517,77.97798517,77.97798517,77.97798517
77.28910924,77.28910924,77.28910924,77.28910924
76.60023331,76.60023331,76.60023331,76.60023331
75.96334051,75.96334051,75.96334051,75.96334051
75.32644771,75.32644771,75.32644771,75.32644771
74.68955491,74.68955491,74.68955491,74.68955491
74.05266211,74.05266211,74.05266211,74.05266211
73.41576931,73.41576931,73.41576931,73.41576931
72.77887651,72.77887651,72.77887651,72.77887651
72.14198371,72.14198371,72.14198371,72.14198371
71.50509091,71.50509091,71.50509091,71.50509091
70.86819811,70.86819811,70.86819811,70.86819811
70.23130531,70.23130531,70.23130531,70.23130531
69.59441251,69.59441251,69.59441251,69.59441251
68.95751971,68.95751971,68.95751971,68.95751971
68.32062691,68.32062691,68.32062691,68.32062691
67.68373411,67.68373411,67.68373411,67.68373411
67.04684131,67.04684131,67.04684131,67.04684131
66.40994851,66.40994851,66.40994851,66.40994851
65.77305571,65.77305571,65.77305571,65.77305571
65.13616291,65.13616291,65.13616291,65.13616291
64.49927011,64.49927011,64.49927011,64.49927011
63.86237731,63.86237731,63.86237731,63.86237731
63.22548451,63.22548451,63.22548451,63.22548451
62.58859171,62.58859171,62.58859171,62.58859171
61.95169891,61.95169891,61.95169891,61.95169891
61.31480611,61.31480611,61.31480611,61.31480611
60.67791331,60.67791331,60.67791331,60.67791331
60.04102051,60.04102051,60.04102051,60.04102051
59.40230326,59.40230326,59.40230326,59.40230326
58.76358601,58.76358601,58.76358601,58.76358601
58.12486876,58.12486876,58.12486876,58.12486876
57.48615151,57.48615151,57.48615151,57.48615151
56.84743426,56.84743426,56.84743426,56.84743426
56.20871701,56.20871701,56.20871701,56.20871701
55.56999976,55.56999976,55.56999976,55.56999976
54.93128251,54.93128251,54.93128251,54.93128251
54.29256526,54.29256526,54.29256526,54.29256526
53.65384801,53.65384801,53.65384801,53.65384801
53.01513076,53.01513076,53.01513076,53.01513076
52.37641351,52.37641351,52.37641351,52.37641351
51.73769626,51.73769626,51.73769626,51.73769626
51.09897901,51.09897901,51.09897901,51.09897901
50.46026176,50.46026176,50.46026176,50.46026176
