BTC_M_deg_Rob0,BTC_M_deg_Rob1,BTC_M_deg_Rob2,BTC_M_deg_Rob3
0.0,0.0,0.0,0.0
6.3205469700000005,0.16854806,0.15326613,0.15366143000000002
